land_size,crop_type,fertilizer_type,season,month,recommended_quantity,requested_quantity,quantity_ratio,days_since_last_purchase,purchase_count_30d,previous_fraud_count,retailer_risk_score,village_risk_score,otp_verified,officer_approved,transaction_hour,is_repeat_purchase,is_fraud
11.4,paddy,DAP,Kharif,10,570.0,305.38,0.5358,357,6,2,0.03,0.96,0,1,9,1,1
9.3,wheat,Urea,Rabi,3,604.5,1677.0,2.7742,269,4,0,0.54,0.23,1,1,9,1,1
10.6,soybean,DAP,Rabi,12,477.0,637.12,1.3357,289,2,0,0.72,0.78,0,1,11,1,1
2.5,cotton,Urea,Kharif,9,200.0,157.23,0.7862,271,0,1,0.03,0.38,1,1,18,0,0
4.4,paddy,DAP,Kharif,10,220.0,127.9,0.5814,156,2,0,0.64,0.76,0,1,18,1,0
1.3,paddy,Urea,Kharif,7,84.5,99.67,1.1795,101,1,1,0.71,0.94,1,1,15,0,1
6.5,wheat,SSP,Kharif,9,585.0,1440.15,2.4618,337,3,1,0.96,0.78,1,1,18,1,1
11.9,maize,MOP,Kharif,9,392.7,467.51,1.1905,191,2,0,0.09,0.94,1,1,19,1,0
2.2,sugarcane,DAP,Kharif,9,187.0,222.33,1.1889,327,4,0,0.59,0.99,0,1,19,1,1
8.5,soybean,MOP,Rabi,11,255.0,737.97,2.894,284,4,2,0.09,0.1,1,1,18,1,1
1.1,maize,MOP,Kharif,10,36.3,20.56,0.5663,101,0,1,0.55,0.38,0,0,9,0,0
1.4,paddy,DAP,Rabi,3,63.0,70.47,1.1186,293,3,0,0.01,0.84,1,0,8,1,0
6.4,wheat,Urea,Rabi,12,416.0,464.37,1.1163,233,1,0,0.54,0.38,1,0,12,0,0
1.4,wheat,Urea,Kharif,10,84.0,95.38,1.1355,8,5,0,0.34,0.76,1,1,16,1,1
7.4,sugarcane,DAP,Summer,4,555.0,383.28,0.6906,13,0,1,0.16,0.56,1,0,18,0,0
8.2,cotton,DAP,Kharif,6,492.0,564.65,1.1477,239,3,2,0.34,0.79,0,0,17,1,1
6.5,sunflower,SSP,Rabi,1,585.0,619.89,1.0596,257,5,2,0.64,0.96,0,1,20,1,1
11.6,groundnut,MOP,Rabi,1,348.0,386.36,1.1102,272,2,0,0.81,0.76,0,0,13,1,1
11.7,groundnut,MOP,Rabi,12,351.0,382.8,1.0906,250,3,0,0.77,0.27,1,1,17,1,1
10.9,sunflower,DAP,Rabi,2,490.5,438.44,0.8939,145,5,0,0.81,0.61,0,1,8,1,1
4.7,paddy,DAP,Kharif,10,235.0,270.88,1.1527,208,3,0,0.91,0.98,0,0,15,1,1
2.8,sunflower,SSP,Rabi,12,252.0,279.44,1.1089,142,0,2,0.6,0.73,1,1,17,0,1
7.9,sugarcane,SSP,Kharif,7,1343.0,1196.05,0.8906,58,0,0,0.22,0.36,0,1,13,0,0
1.0,sunflower,SSP,Rabi,11,90.0,89.51,0.9946,301,6,0,0.79,0.17,1,0,14,1,0
5.2,wheat,DAP,Kharif,7,234.0,171.12,0.7313,4,2,3,0.42,0.65,1,1,12,1,1
10.3,maize,MOP,Rabi,2,278.1,332.39,1.1952,141,1,1,0.77,0.98,1,0,20,0,1
10.5,groundnut,SSP,Rabi,12,945.0,570.09,0.6033,102,4,0,0.83,0.61,1,1,7,1,0
2.4,groundnut,DAP,Summer,5,96.0,233.35,2.4307,151,1,0,0.86,0.03,0,0,6,0,1
10.7,sugarcane,SSP,Rabi,1,1712.0,1004.03,0.5865,1,3,0,0.81,0.21,0,0,14,1,0
11.7,soybean,MOP,Kharif,9,386.1,1123.29,2.9093,227,4,0,0.68,0.65,1,0,15,1,1
4.8,cotton,DAP,Rabi,1,264.0,459.7,1.7413,168,3,2,0.83,0.56,1,1,8,1,1
4.1,maize,MOP,Kharif,9,135.3,220.66,1.6309,323,0,0,0.96,0.78,1,0,7,0,1
9.9,wheat,DAP,Summer,5,396.0,435.95,1.1009,138,5,0,0.22,0.28,1,0,14,1,1
4.4,sunflower,DAP,Kharif,6,220.0,122.92,0.5587,200,6,0,0.34,0.21,1,1,12,1,0
11.8,cotton,MOP,Kharif,6,472.0,411.78,0.8724,361,4,0,0.58,0.03,1,1,10,1,0
2.0,paddy,DAP,Rabi,3,90.0,98.24,1.0915,264,2,0,0.68,0.98,1,1,11,1,1
7.9,soybean,MOP,Rabi,1,237.0,490.3,2.0688,229,1,1,0.55,0.73,1,1,7,0,1
6.4,groundnut,SSP,Rabi,12,576.0,885.16,1.5367,291,0,1,0.54,0.78,0,0,12,0,1
0.5,cotton,Urea,Kharif,7,40.0,22.31,0.5578,213,6,0,0.22,0.96,1,0,18,1,0
2.9,groundnut,Urea,Summer,5,43.5,50.19,1.1538,316,1,0,0.2,0.03,1,0,13,0,0
11.4,sunflower,SSP,Rabi,11,1026.0,1124.93,1.0964,65,0,1,0.22,0.99,1,0,14,0,0
11.7,soybean,Urea,Kharif,8,234.0,153.55,0.6562,134,6,1,0.83,0.94,1,0,12,1,1
4.0,wheat,SSP,Kharif,6,360.0,377.85,1.0496,83,0,0,0.34,0.1,0,0,13,0,0
11.3,maize,SSP,Summer,4,1017.0,2276.98,2.2389,159,6,0,0.6,0.79,1,1,16,1,0
2.2,soybean,DAP,Kharif,10,110.0,241.19,2.1926,22,1,0,0.59,0.64,1,0,7,0,1
0.5,cotton,SSP,Kharif,9,60.0,60.21,1.0035,238,5,0,0.81,0.21,1,0,10,1,0
9.3,cotton,SSP,Kharif,9,1116.0,701.07,0.6282,264,6,2,0.72,0.76,1,1,12,1,1
6.2,groundnut,Urea,Rabi,3,111.6,82.25,0.737,169,6,0,0.51,0.88,1,1,19,1,1
7.5,sugarcane,SSP,Rabi,2,1200.0,1426.55,1.1888,134,2,0,0.54,0.98,1,0,16,1,1
10.0,sunflower,Urea,Rabi,1,500.0,505.48,1.011,333,4,0,0.22,0.21,1,0,12,1,0
8.8,soybean,DAP,Summer,4,352.0,372.28,1.0576,281,6,0,0.68,0.73,1,0,12,1,1
11.3,maize,DAP,Rabi,3,565.0,1278.12,2.2622,116,4,0,0.83,0.84,1,1,15,1,1
4.6,paddy,MOP,Kharif,7,151.8,176.34,1.1617,253,2,1,0.71,0.56,1,1,19,1,1
11.0,soybean,MOP,Rabi,2,330.0,445.87,1.3511,3,5,0,0.22,0.84,1,0,14,1,1
8.6,soybean,SSP,Rabi,2,774.0,1034.96,1.3372,23,3,0,0.77,0.37,1,1,16,1,1
1.8,groundnut,Urea,Kharif,6,36.0,86.66,2.4072,19,0,0,0.34,0.78,1,1,16,0,0
11.1,maize,DAP,Rabi,11,555.0,571.83,1.0303,321,4,0,0.81,0.78,1,1,13,1,1
9.0,wheat,MOP,Kharif,6,243.0,446.22,1.8363,251,5,1,0.03,0.65,0,1,17,1,1
4.0,wheat,Urea,Rabi,11,260.0,130.2,0.5008,295,0,1,0.81,0.78,1,0,15,0,1
10.3,maize,Urea,Kharif,6,721.0,805.96,1.1178,150,6,2,0.22,0.23,1,1,15,1,1
2.5,cotton,MOP,Rabi,12,87.5,70.26,0.803,234,5,0,0.81,0.61,1,1,20,1,1
2.3,paddy,DAP,Kharif,9,115.0,128.77,1.1197,325,3,0,0.97,0.21,1,0,13,1,0
7.3,maize,MOP,Kharif,8,240.9,130.72,0.5426,202,5,0,0.58,0.64,1,0,15,1,0
6.6,groundnut,MOP,Summer,5,178.2,192.43,1.0799,333,4,0,0.6,0.99,1,1,10,1,1
9.4,sugarcane,SSP,Rabi,11,1504.0,1130.16,0.7514,193,4,1,0.71,0.73,0,0,20,1,1
7.9,sunflower,MOP,Summer,5,213.3,251.02,1.1768,60,2,0,0.22,0.96,0,0,18,1,1
7.1,maize,MOP,Rabi,2,191.7,201.5,1.0511,20,5,0,0.79,0.03,1,1,17,1,1
6.6,cotton,MOP,Rabi,3,231.0,268.53,1.1625,316,4,0,0.2,0.65,0,1,13,1,1
3.2,sunflower,Urea,Summer,4,144.0,170.45,1.1837,167,6,1,0.22,0.88,0,1,8,1,1
5.6,sugarcane,DAP,Rabi,2,448.0,556.62,1.2425,233,1,0,0.68,0.78,1,0,8,0,1
10.3,cotton,Urea,Rabi,11,721.0,462.67,0.6417,30,6,0,0.71,0.73,1,0,19,1,1
3.2,soybean,SSP,Rabi,12,288.0,808.63,2.8078,187,0,0,0.85,0.79,1,1,15,0,1
10.7,wheat,SSP,Kharif,10,963.0,760.91,0.7901,87,6,0,0.85,0.38,1,1,12,1,0
5.5,groundnut,Urea,Rabi,3,99.0,89.38,0.9028,289,1,2,0.55,0.88,1,1,20,0,1
3.4,groundnut,Urea,Kharif,8,68.0,155.94,2.2932,98,0,0,0.64,0.64,1,1,19,0,0
6.0,sunflower,MOP,Summer,5,162.0,181.29,1.1191,203,2,0,0.55,0.79,1,0,7,1,1
7.3,soybean,SSP,Kharif,8,730.0,467.83,0.6409,163,0,0,0.83,0.23,1,0,19,0,0
5.6,maize,MOP,Kharif,8,184.8,143.66,0.7774,58,6,0,0.03,0.79,1,1,6,1,0
2.7,paddy,DAP,Summer,4,108.0,73.89,0.6842,194,1,0,0.09,0.38,0,0,11,0,0
6.4,soybean,Urea,Kharif,10,128.0,84.6,0.6609,286,2,0,0.72,0.17,1,1,16,1,0
9.0,sunflower,SSP,Kharif,8,900.0,2093.91,2.3266,43,3,0,0.6,0.98,0,0,9,1,1
9.7,sugarcane,DAP,Rabi,1,776.0,907.9,1.17,263,3,0,0.51,0.1,1,1,8,1,0
9.5,maize,SSP,Rabi,2,950.0,2675.08,2.8159,269,0,0,0.09,0.21,1,1,19,0,0
4.6,groundnut,SSP,Kharif,9,460.0,539.35,1.1725,102,4,1,0.22,0.76,1,0,15,1,1
2.8,wheat,SSP,Rabi,3,280.0,702.65,2.5095,342,3,0,0.03,0.94,1,1,17,1,1
7.4,groundnut,MOP,Rabi,12,222.0,185.74,0.8367,81,6,0,0.62,0.23,1,1,10,1,0
2.3,paddy,MOP,Rabi,3,62.1,39.28,0.6325,204,3,0,0.16,0.99,0,1,16,1,0
11.1,maize,MOP,Summer,5,277.5,773.45,2.7872,95,4,0,0.71,0.03,1,1,9,1,1
9.2,groundnut,MOP,Kharif,6,303.6,162.15,0.5341,99,1,0,0.09,0.37,1,0,7,0,0
7.1,wheat,MOP,Summer,5,177.5,277.07,1.561,133,1,0,0.22,0.65,1,1,11,0,0
3.7,maize,SSP,Rabi,2,370.0,328.61,0.8881,20,6,0,0.77,0.1,1,0,17,1,0
5.9,cotton,DAP,Rabi,1,324.5,368.02,1.1341,35,0,2,0.58,0.1,1,0,11,0,0
3.2,groundnut,DAP,Kharif,7,160.0,157.89,0.9868,339,2,0,0.22,0.1,0,0,19,1,0
11.7,sugarcane,SSP,Kharif,6,1989.0,1870.39,0.9404,159,2,0,0.83,0.73,1,0,20,1,1
9.5,soybean,MOP,Kharif,10,313.5,361.43,1.1529,279,4,2,0.54,0.21,0,1,14,1,1
2.7,soybean,MOP,Kharif,10,89.1,96.87,1.0872,329,6,0,0.16,0.98,1,0,19,1,1
6.5,wheat,DAP,Kharif,8,292.5,748.63,2.5594,270,0,2,0.64,0.79,1,0,19,0,1
3.6,sunflower,MOP,Rabi,3,108.0,81.06,0.7506,316,6,3,0.81,0.36,0,1,9,1,1
1.0,cotton,MOP,Rabi,2,35.0,23.0,0.6571,47,2,1,0.81,0.38,0,0,14,1,0
7.9,wheat,MOP,Summer,5,197.5,210.35,1.065,185,0,1,0.22,0.56,1,1,6,0,0
4.0,sunflower,DAP,Rabi,12,180.0,175.67,0.976,136,3,1,0.51,0.27,1,1,13,1,0
6.2,groundnut,SSP,Kharif,10,620.0,685.66,1.1059,267,6,0,0.77,0.79,1,1,7,1,1
7.2,wheat,MOP,Kharif,7,194.4,202.89,1.0437,320,4,0,0.03,0.76,0,1,7,1,0
11.6,cotton,Urea,Rabi,3,812.0,856.13,1.0543,287,2,3,0.54,0.61,1,0,10,1,1
8.9,wheat,DAP,Kharif,6,400.5,697.37,1.7413,315,0,0,0.91,0.23,0,0,15,0,1
5.0,sunflower,Urea,Kharif,8,275.0,211.0,0.7673,239,4,0,0.09,0.27,1,1,19,1,0
1.3,groundnut,Urea,Rabi,11,23.4,54.55,2.3314,129,5,0,0.03,0.94,1,0,8,1,1
1.8,wheat,Urea,Kharif,8,108.0,256.63,2.3762,233,6,0,0.81,0.79,1,0,17,1,1
3.1,wheat,MOP,Kharif,10,83.7,83.42,0.9967,46,4,0,0.09,0.88,0,0,12,1,0
4.2,cotton,MOP,Kharif,8,168.0,129.94,0.7734,308,1,2,0.73,0.78,1,1,19,0,1
1.6,groundnut,SSP,Rabi,3,144.0,141.08,0.9797,231,0,0,0.03,0.37,1,1,8,0,0
7.4,groundnut,Urea,Kharif,7,148.0,171.82,1.1609,276,3,0,0.55,0.37,1,1,6,1,0
4.6,wheat,MOP,Rabi,1,138.0,150.41,1.0899,14,0,0,0.71,0.96,1,1,17,0,1
7.7,sunflower,DAP,Rabi,11,346.5,643.22,1.8563,60,5,0,0.09,0.99,1,0,19,1,1
7.2,maize,DAP,Kharif,9,396.0,668.52,1.6882,32,2,0,0.81,0.78,1,0,20,1,1
4.4,paddy,DAP,Rabi,3,198.0,344.31,1.7389,43,5,0,0.2,0.73,1,0,10,1,1
10.0,cotton,Urea,Kharif,8,800.0,1880.16,2.3502,202,4,0,0.91,0.36,1,1,8,1,1
1.8,maize,Urea,Rabi,11,108.0,108.03,1.0002,310,2,0,0.01,0.88,1,1,7,1,0
3.2,groundnut,DAP,Summer,4,128.0,138.74,1.0839,227,1,0,0.58,0.65,1,0,15,0,0
3.8,sugarcane,Urea,Kharif,8,494.0,308.29,0.6241,105,5,0,0.03,0.73,1,1,19,1,0
1.8,wheat,Urea,Kharif,8,108.0,82.0,0.7593,300,0,0,0.34,0.37,1,1,13,0,0
1.6,sugarcane,Urea,Kharif,8,208.0,316.49,1.5216,343,5,1,0.81,0.79,1,1,8,1,1
7.4,groundnut,Urea,Summer,5,111.0,307.08,2.7665,234,5,1,0.85,0.73,0,0,15,1,1
7.4,soybean,DAP,Rabi,11,333.0,351.7,1.0562,230,4,0,0.55,0.96,0,0,19,1,1
4.6,paddy,SSP,Kharif,7,460.0,539.92,1.1737,148,5,0,0.97,0.37,0,1,10,1,1
2.0,sugarcane,MOP,Rabi,12,120.0,117.67,0.9806,314,1,1,0.09,0.28,1,1,13,0,0
9.8,sugarcane,MOP,Summer,5,539.0,1401.96,2.601,258,0,2,0.79,0.73,1,1,9,0,1
7.8,sunflower,SSP,Kharif,7,780.0,1360.12,1.7437,161,2,0,0.85,0.64,1,1,6,1,1
9.8,cotton,SSP,Kharif,6,1176.0,737.77,0.6274,296,2,1,0.22,0.03,1,1,17,1,0
4.0,soybean,Urea,Rabi,2,72.0,49.01,0.6806,100,2,0,0.03,0.27,1,0,11,1,0
3.8,sunflower,Urea,Rabi,11,190.0,388.05,2.0424,220,5,0,0.54,0.78,1,1,13,1,1
8.2,sunflower,DAP,Summer,5,328.0,280.27,0.8545,205,1,0,0.01,0.99,1,1,20,0,0
4.6,wheat,SSP,Kharif,6,414.0,945.55,2.2839,365,1,0,0.22,0.99,1,1,13,0,0
10.9,sunflower,MOP,Kharif,8,359.7,351.34,0.9768,79,6,0,0.03,0.37,1,0,7,1,0
6.4,maize,MOP,Summer,5,160.0,83.59,0.5224,291,4,0,0.58,0.27,0,1,13,1,0
7.8,paddy,Urea,Summer,5,390.0,246.65,0.6324,85,0,0,0.77,0.64,0,1,15,0,0
11.1,groundnut,SSP,Kharif,7,1110.0,1319.63,1.1889,330,5,1,0.86,0.21,1,0,16,1,1
4.2,sunflower,DAP,Kharif,9,210.0,181.97,0.8665,250,1,0,0.81,0.21,1,1,15,0,0
0.6,sunflower,MOP,Kharif,7,19.8,16.34,0.8252,32,4,0,0.42,0.61,1,0,10,1,0
3.6,groundnut,DAP,Kharif,8,180.0,150.82,0.8379,55,6,0,0.81,0.23,1,1,10,1,1
4.9,wheat,MOP,Rabi,12,147.0,149.3,1.0156,80,2,0,0.91,0.27,1,0,15,1,0
10.9,paddy,DAP,Rabi,3,490.5,363.84,0.7418,237,0,0,0.34,0.76,1,0,12,0,0
9.8,soybean,DAP,Rabi,11,441.0,222.67,0.5049,363,1,1,0.86,0.98,1,0,13,0,1
9.7,sugarcane,DAP,Rabi,3,776.0,424.18,0.5466,68,5,0,0.51,0.94,1,1,20,1,1
3.9,maize,MOP,Rabi,1,105.3,85.92,0.816,279,0,0,0.03,0.23,1,1,17,0,0
10.3,sugarcane,SSP,Rabi,12,1648.0,4898.15,2.9722,120,0,0,0.74,0.65,0,1,14,0,1
0.6,maize,MOP,Rabi,2,16.2,8.45,0.5214,48,5,0,0.71,0.84,1,1,16,1,1
10.7,sunflower,Urea,Rabi,1,535.0,465.31,0.8697,279,6,0,0.2,0.73,0,1,14,1,0
4.8,wheat,MOP,Rabi,3,144.0,226.06,1.5698,350,1,2,0.01,0.84,1,0,7,0,1
5.4,maize,Urea,Kharif,7,378.0,206.5,0.5463,31,0,1,0.54,0.88,0,0,14,0,0
9.3,cotton,SSP,Kharif,10,1116.0,2703.08,2.4221,16,2,0,0.73,0.76,1,1,18,1,1
10.1,groundnut,DAP,Kharif,10,505.0,672.29,1.3313,211,3,0,0.62,0.79,0,1,15,1,1
9.6,maize,SSP,Rabi,3,960.0,773.92,0.8062,14,4,1,0.22,0.17,1,0,17,1,1
9.6,soybean,MOP,Rabi,11,288.0,339.53,1.1789,300,0,1,0.97,0.28,0,1,6,0,1
7.0,cotton,DAP,Rabi,11,385.0,425.87,1.1062,201,5,0,0.79,0.37,0,1,13,1,1
1.0,cotton,Urea,Rabi,11,70.0,82.02,1.1718,234,3,0,0.73,0.98,1,1,7,1,1
9.5,sunflower,SSP,Kharif,8,950.0,483.55,0.509,236,5,0,0.42,0.28,1,0,6,1,0
1.7,sunflower,SSP,Kharif,9,170.0,119.9,0.7053,161,6,0,0.42,0.38,0,1,12,1,0
2.9,groundnut,MOP,Kharif,8,95.7,111.16,1.1615,338,0,0,0.54,0.73,1,0,14,0,0
7.9,wheat,MOP,Kharif,10,213.3,267.82,1.2556,1,5,2,0.54,0.61,1,0,13,1,1
8.7,maize,Urea,Kharif,6,609.0,1090.94,1.7914,269,2,0,0.97,0.21,0,1,19,1,1
5.3,wheat,DAP,Kharif,8,238.5,251.92,1.0563,257,6,0,0.77,0.38,1,1,18,1,1
10.9,paddy,Urea,Rabi,2,599.5,742.36,1.2383,123,4,0,0.6,0.79,0,0,19,1,1
4.0,maize,SSP,Summer,4,360.0,196.67,0.5463,265,2,0,0.81,0.98,1,1,12,1,0
8.1,soybean,DAP,Rabi,2,364.5,1072.89,2.9434,208,1,0,0.77,0.96,1,1,10,0,1
5.8,groundnut,Urea,Rabi,1,104.4,90.95,0.8711,19,3,1,0.74,0.61,1,0,16,1,1
0.7,sugarcane,Urea,Rabi,2,84.0,90.41,1.0764,54,4,2,0.55,0.88,1,1,16,1,1
9.1,wheat,DAP,Rabi,12,455.0,814.84,1.7909,17,6,1,0.6,0.36,1,0,13,1,1
7.7,groundnut,SSP,Kharif,7,770.0,1822.23,2.3665,95,4,0,0.34,0.76,1,1,11,1,1
1.6,wheat,Urea,Rabi,2,104.0,119.13,1.1455,17,0,1,0.03,0.96,1,1,7,0,0
6.9,paddy,SSP,Summer,4,552.0,529.99,0.9601,333,2,0,0.79,0.36,1,1,17,1,0
1.3,soybean,MOP,Kharif,6,42.9,51.36,1.1973,282,3,0,0.77,0.79,0,1,8,1,1
10.6,groundnut,SSP,Kharif,7,1060.0,1179.04,1.1123,204,0,2,0.54,0.78,1,0,10,0,1
5.7,maize,DAP,Rabi,3,285.0,169.1,0.5933,23,3,0,0.59,0.28,0,0,17,1,0
1.2,groundnut,Urea,Kharif,9,24.0,27.49,1.1454,123,3,0,0.58,0.84,0,0,15,1,1
1.2,wheat,SSP,Rabi,2,120.0,81.41,0.6784,3,1,2,0.54,0.99,1,0,13,0,1
8.8,sugarcane,Urea,Rabi,11,1056.0,2690.82,2.5481,45,5,0,0.51,0.21,0,1,6,1,1
11.5,sugarcane,SSP,Rabi,11,1840.0,3329.93,1.8097,84,2,0,0.97,0.94,1,0,9,1,1
2.6,soybean,Urea,Rabi,1,46.8,26.08,0.5572,34,4,0,0.6,0.27,1,0,11,1,0
11.5,paddy,SSP,Rabi,3,1035.0,1014.5,0.9802,295,2,1,0.54,0.36,1,0,7,1,0
0.6,wheat,MOP,Kharif,10,16.2,18.98,1.1716,120,1,2,0.54,0.17,1,1,20,0,1
1.0,groundnut,MOP,Rabi,3,30.0,26.45,0.8817,357,5,0,0.22,0.1,1,0,11,1,0
10.1,groundnut,MOP,Kharif,8,333.3,384.25,1.1529,122,6,0,0.71,0.98,0,0,15,1,1
6.0,sunflower,SSP,Summer,5,480.0,679.71,1.4161,305,1,0,0.34,0.56,0,1,12,0,0
11.9,sunflower,DAP,Kharif,10,595.0,628.51,1.0563,254,2,0,0.81,0.03,1,0,20,1,1
0.5,paddy,MOP,Kharif,8,16.5,16.77,1.0166,37,0,2,0.72,0.64,0,1,12,0,1
8.3,sugarcane,DAP,Rabi,11,664.0,740.07,1.1146,161,0,1,0.6,0.84,0,0,11,0,1
6.9,maize,MOP,Rabi,1,186.3,187.86,1.0084,271,2,0,0.01,0.94,1,0,14,1,0
8.4,maize,DAP,Rabi,1,420.0,264.91,0.6307,219,4,0,0.58,0.28,0,1,18,1,0
0.6,wheat,Urea,Rabi,2,39.0,47.75,1.2243,170,0,0,0.2,0.65,1,1,11,0,0
3.8,soybean,DAP,Rabi,3,171.0,301.91,1.7656,226,1,2,0.64,0.21,1,1,15,0,1
1.6,cotton,MOP,Rabi,3,56.0,39.35,0.7027,240,1,1,0.22,0.94,1,1,12,0,0
10.4,cotton,SSP,Kharif,6,1248.0,3420.01,2.7404,132,4,0,0.79,0.73,1,0,10,1,1
4.3,cotton,MOP,Kharif,6,172.0,89.78,0.522,176,4,0,0.54,0.94,0,1,9,1,0
11.8,cotton,Urea,Rabi,11,826.0,891.29,1.079,170,2,0,0.96,0.21,1,1,18,1,0
4.7,sunflower,Urea,Kharif,6,258.5,203.99,0.7891,261,0,1,0.34,0.78,1,1,12,0,0
6.4,sugarcane,DAP,Summer,4,480.0,564.94,1.177,273,4,2,0.73,0.03,1,1,19,1,1
0.9,soybean,DAP,Kharif,9,45.0,39.62,0.8805,263,1,2,0.2,0.65,0,1,6,0,0
9.8,paddy,SSP,Rabi,1,882.0,2195.53,2.4893,169,4,0,0.09,0.99,1,0,9,1,1
3.8,sugarcane,Urea,Summer,5,418.0,1253.42,2.9986,41,1,0,0.03,0.94,1,0,8,0,1
11.8,paddy,MOP,Kharif,7,389.4,1022.6,2.6261,243,4,0,0.2,0.99,1,1,9,1,1
6.0,sugarcane,SSP,Kharif,7,1020.0,759.16,0.7443,254,6,0,0.91,0.65,0,1,13,1,1
6.1,soybean,MOP,Rabi,1,183.0,172.64,0.9434,187,5,0,0.64,0.1,1,0,20,1,0
4.4,sunflower,SSP,Kharif,6,440.0,432.79,0.9836,228,2,0,0.77,0.76,1,1,9,1,0
1.4,maize,DAP,Kharif,8,77.0,82.84,1.0758,221,5,2,0.62,0.98,1,1,7,1,1
1.5,maize,DAP,Kharif,10,82.5,95.73,1.1603,269,4,0,0.86,0.27,1,1,10,1,1
4.9,paddy,SSP,Rabi,1,441.0,473.97,1.0748,292,2,0,0.34,0.37,1,1,12,1,0
1.1,sunflower,Urea,Summer,5,49.5,112.35,2.2697,169,6,1,0.85,0.79,1,1,9,1,0
9.4,soybean,MOP,Kharif,7,310.2,392.14,1.2642,165,3,1,0.79,0.96,1,0,14,1,1
8.8,sugarcane,DAP,Kharif,8,748.0,773.38,1.0339,278,3,2,0.22,0.17,0,1,9,1,0
3.1,paddy,DAP,Rabi,3,139.5,287.15,2.0584,97,0,1,0.83,0.37,1,0,14,0,1
3.0,sunflower,SSP,Summer,5,240.0,597.52,2.4897,344,4,1,0.54,0.76,1,0,8,1,1
1.0,maize,MOP,Rabi,12,27.0,19.54,0.7235,29,4,0,0.22,0.17,1,1,14,1,0
10.5,sugarcane,MOP,Kharif,6,703.5,1735.31,2.4667,132,5,3,0.86,0.65,1,1,18,1,1
5.2,soybean,Urea,Kharif,6,104.0,107.55,1.0341,136,2,0,0.54,0.98,1,1,6,1,0
8.9,sunflower,Urea,Summer,4,400.5,274.14,0.6845,338,5,0,0.62,0.78,0,1,7,1,1
2.5,sugarcane,Urea,Kharif,8,325.0,370.71,1.1407,289,5,0,0.64,0.99,0,1,19,1,1
10.0,maize,MOP,Kharif,7,330.0,356.17,1.0793,165,0,0,0.81,0.96,1,0,18,0,0
10.4,sunflower,SSP,Kharif,8,1040.0,948.63,0.9121,2,3,1,0.71,0.78,1,0,10,1,1
3.8,cotton,DAP,Rabi,1,209.0,201.93,0.9662,87,0,3,0.51,0.76,1,0,9,0,1
8.1,soybean,MOP,Kharif,9,267.3,256.9,0.9611,149,4,0,0.72,0.37,1,0,7,1,0
9.3,cotton,MOP,Rabi,11,325.5,200.95,0.6174,320,6,0,0.03,0.21,1,1,8,1,0
8.5,sugarcane,DAP,Rabi,2,680.0,794.88,1.1689,287,3,3,0.54,0.27,1,1,18,1,1
6.5,sunflower,MOP,Summer,4,175.5,185.99,1.0598,23,5,1,0.59,0.98,1,1,13,1,1
6.7,paddy,Urea,Kharif,9,435.5,460.94,1.0584,253,3,0,0.86,0.37,1,0,12,1,1
2.6,cotton,MOP,Summer,4,78.0,78.3,1.0039,233,3,0,0.73,0.76,1,1,14,1,0
6.3,cotton,DAP,Rabi,2,346.5,1011.3,2.9186,300,4,2,0.09,0.76,1,1,18,1,1
10.6,groundnut,Urea,Rabi,12,190.8,153.6,0.8051,104,4,0,0.16,0.21,0,1,9,1,0
1.1,sugarcane,SSP,Rabi,1,176.0,433.78,2.4646,119,3,0,0.22,0.79,0,1,11,1,1
10.6,maize,SSP,Kharif,7,1166.0,669.58,0.5743,64,5,1,0.09,0.03,1,0,15,1,0
8.0,sugarcane,MOP,Rabi,2,480.0,463.92,0.9665,54,4,0,0.64,0.99,1,1,10,1,1
5.6,paddy,DAP,Kharif,6,280.0,809.16,2.8898,159,6,0,0.59,0.73,1,1,16,1,1
1.2,paddy,Urea,Kharif,9,78.0,46.77,0.5996,267,4,0,0.09,0.73,1,1,16,1,0
1.8,groundnut,DAP,Rabi,3,81.0,46.55,0.5747,58,1,0,0.73,0.23,1,1,12,0,0
2.6,sunflower,SSP,Rabi,12,234.0,125.04,0.5344,127,1,0,0.03,0.37,1,1,15,0,0
9.0,groundnut,Urea,Rabi,1,162.0,312.16,1.9269,263,5,0,0.64,0.36,0,1,14,1,1
2.0,sugarcane,SSP,Rabi,2,320.0,410.85,1.2839,322,0,0,0.51,0.17,1,1,15,0,0
4.2,soybean,MOP,Rabi,12,126.0,68.2,0.5413,212,3,2,0.2,0.98,1,1,7,1,1
8.0,soybean,SSP,Rabi,1,720.0,754.11,1.0474,27,5,1,0.71,0.64,0,1,6,1,1
10.6,paddy,DAP,Rabi,11,477.0,1427.18,2.992,35,1,0,0.77,0.03,1,1,18,0,0
7.6,wheat,MOP,Summer,4,190.0,129.3,0.6805,146,5,0,0.62,0.37,1,0,6,1,0
3.3,soybean,SSP,Kharif,10,330.0,929.21,2.8158,321,2,0,0.96,0.99,0,1,19,1,1
6.2,cotton,SSP,Kharif,10,744.0,811.74,1.0911,360,0,3,0.03,0.94,1,0,12,0,1
0.7,cotton,MOP,Summer,4,21.0,40.17,1.9129,264,2,1,0.62,0.37,1,1,14,1,1
2.4,cotton,MOP,Rabi,1,84.0,74.65,0.8886,245,4,0,0.85,0.78,0,0,18,1,1
